Gr_Liv_Area;Year_Built;Overall_Qual;Foundation;Total_Bsmt_SF;Mas_Vnr_Type;Lot_Area;Garage_Cars;Sale_Price
1053;1963;Average;CBlock;1053;None;8250;2;142100
1056;1958;Average;CBlock;1056;None;8176;1;139000
1442;1958;Above_Average;CBlock;1442;BrkFace;9750;1;157900
1056;1954;Average;CBlock;1056;None;9250;1;139400
1244;1957;Above_Average;CBlock;1244;None;11988;1;150000
1144;1960;Average;CBlock;1144;BrkCmn;9100;1;120000
1721;1957;Above_Average;CBlock;1331;BrkFace;9736;2;174850
922;1957;Average;CBlock;922;None;9770;1;116000
1048;1956;Average;CBlock;1048;BrkFace;10152;1;135000
1657;1970;Above_Average;CBlock;1657;None;12155;2;163500
1411;1955;Average;CBlock;1204;None;12198;1;130000
1216;1955;Average;CBlock;1216;None;10050;1;129500
1154;1953;Average;CBlock;864;None;11556;1;142000
1560;1958;Average;CBlock;1560;Stone;8078;2;128600
948;1952;Above_Average;CBlock;948;None;10950;2;125000
1040;1953;Above_Average;CBlock;1040;None;7942;1;136000
1008;1953;Average;CBlock;1008;None;8923;1;134500
925;1956;Average;CBlock;925;None;8540;1;127000
1360;1955;Average;CBlock;384;None;7134;2;130000
1540;1955;Below_Average;PConc;1190;None;7150;1;115000
925;1955;Average;CBlock;923;None;8400;1;116900
928;1956;Average;CBlock;928;None;13300;1;132000
1647;1953;Below_Average;CBlock;1105;None;9532;1;153000
924;1952;Average;CBlock;924;None;15783;1;112500
1544;1890;Below_Average;CBlock;925;None;14190;0;138000
893;1949;Average;CBlock;845;None;9600;2;135000
1728;1953;Average;CBlock;1216;None;12099;1;156000
3086;1935;Average;BrkTil;666;None;21281;3;301600
1034;1940;Average;CBlock;735;None;10134;1;109000
882;1956;Below_Average;CBlock;882;None;5500;0;103200
1281;1925;Below_Average;CBlock;1151;None;10284;2;128500
968;1927;Below_Average;BrkTil;656;None;10800;1;64500
1534;1895;Average;CBlock;736;None;10800;0;148000
691;1920;Average;BrkTil;691;None;5400;1;86000
1651;1963;Good;CBlock;725;BrkFace;10090;1;172000
888;1961;Average;CBlock;920;BrkFace;8700;1;120000
952;1968;Above_Average;CBlock;952;BrkFace;8300;1;128500
2080;1969;Average;PConc;1040;BrkFace;11606;2;135000
924;1949;Average;CBlock;672;None;8064;2;122900
1082;1948;Above_Average;CBlock;1082;BrkFace;11664;1;119200
1846;1949;Above_Average;CBlock;1040;BrkFace;10496;1;143000
988;1950;Average;CBlock;876;None;7200;1;119000
1238;1950;Average;CBlock;864;None;7200;1;102000
864;1950;Average;CBlock;864;None;7200;2;129000
1134;1960;Average;CBlock;1010;BrkFace;7000;1;135000
1040;1959;Average;CBlock;1040;None;7500;1;152000
1170;1958;Average;CBlock;1170;None;7315;1;140000
1242;1960;Average;CBlock;1242;None;7903;1;152000
1377;1960;Average;CBlock;1377;None;8000;1;156500
1800;1961;Average;CBlock;1800;None;8000;0;141000
925;1961;Average;Slab;0;None;7000;1;99000
1851;1964;Above_Average;CBlock;822;BrkFace;9760;2;187000
1812;1962;Average;CBlock;864;BrkFace;7590;1;169500
864;1962;Average;CBlock;864;None;6600;1;125500
936;1962;Average;CBlock;896;None;6760;1;130000
960;1926;Average;BrkTil;850;None;6978;2;103000
1432;1910;Average;BrkTil;264;None;9600;2;132000
1296;1927;Above_Average;BrkTil;845;None;6000;2;127500
1022;1922;Average;PConc;1022;None;4480;1;89500
936;1980;Average;CBlock;936;BrkFace;7200;2;140000
967;1920;Average;BrkTil;967;None;3153;1;99900
1047;1885;Below_Average;BrkTil;641;None;10800;1;100000
1072;1940;Average;CBlock;808;Stone;7200;2;130000
1174;1900;Average;BrkTil;680;None;9000;2;135000
1183;1948;Fair;CBlock;649;None;6000;1;120000
1131;1937;Below_Average;BrkTil;907;BrkCmn;5925;2;89471
1141;1900;Below_Average;BrkTil;570;None;5925;1;85000
960;1920;Below_Average;PConc;960;None;6000;1;108500
1798;1900;Below_Average;PConc;1075;None;9639;2;137000
866;1945;Average;CBlock;686;None;3880;0;110500
968;1923;Average;CBlock;968;None;8520;2;100000
1772;1910;Very_Good;BrkTil;725;None;10337;2;184900
1642;1927;Above_Average;BrkTil;728;None;9863;1;145000
1472;1925;Average;PConc;702;None;9600;1;125000
1232;1910;Average;BrkTil;616;None;4571;2;114000
2337;1900;Average;BrkTil;662;None;13600;2;90000
1650;1910;Above_Average;CBlock;926;None;8398;2;144100
2210;1880;Above_Average;BrkTil;1008;None;9900;1;117500
1358;1930;Average;BrkTil;687;None;3600;1;124500
2454;1879;Good;PConc;819;None;13500;2;185000
2291;1910;Above_Average;BrkTil;1214;None;7200;2;133900
1616;1926;Above_Average;BrkTil;1149;None;5400;1;152000
1559;1948;Average;BrkTil;1559;None;8100;2;153500
2554;1890;Good;BrkTil;718;None;10800;2;159500
1248;1930;Average;CBlock;912;None;9439;1;87000
968;1956;Below_Average;CBlock;0;None;8626;1;104500
1382;1949;Below_Average;Slab;0;None;11800;1;110000
1060;1925;Average;PConc;756;None;6854;1;136500
1435;1950;Average;CBlock;910;None;8674;1;128250
1167;1920;Average;BrkTil;915;None;8731;2;144000
1635;1923;Above_Average;BrkTil;1065;None;8737;2;210000
1274;1939;Average;CBlock;728;None;6125;1;135000
1232;1939;Above_Average;CBlock;600;None;6000;1;128000
1218;1941;Above_Average;BrkTil;735;None;6000;2;131000
884;1939;Average;BrkTil;884;None;6120;1;113000
1409;1938;Above_Average;BrkTil;861;None;6240;2;126000
1322;1939;Average;BrkTil;672;None;6240;1;132000
1426;1930;Average;BrkTil;966;None;6240;1;131750
1281;1926;Average;BrkTil;756;None;6120;2;132500
1513;1920;Average;BrkTil;939;None;6120;1;137500
854;1929;Good;BrkTil;832;None;6120;2;132000
1367;1931;Above_Average;BrkTil;884;None;6240;1;127500
986;1926;Above_Average;BrkTil;960;None;6180;1;102000
2264;1918;Above_Average;CBlock;1100;None;7755;1;200000
1824;1919;Above_Average;PConc;764;None;13515;2;180500
1376;1920;Above_Average;PConc;768;None;8850;2;165000
1316;1926;Average;PConc;750;None;8550;2;90000
1396;1915;Above_Average;BrkTil;698;None;8730;1;153575
1344;1929;Good;BrkTil;672;None;5700;2;140000
2526;1916;Above_Average;BrkTil;714;None;8520;1;136000
1173;1901;Average;CBlock;592;None;5680;1;113000
1214;1901;Average;CBlock;969;None;5680;1;117000
1818;1931;Good;PConc;1040;BrkFace;7758;1;169500
1108;1930;Good;PConc;637;None;7449;1;139400
2294;1963;Above_Average;CBlock;741;BrkFace;13200;2;202500
1355;1914;Above_Average;PConc;684;None;6882;0;127000
1375;1937;Above_Average;PConc;780;None;9000;1;141000
1952;1950;Good;CBlock;976;None;9780;1;212300
2180;1915;Above_Average;CBlock;1138;None;10320;2;161000
1315;1958;Below_Average;BrkTil;808;None;4330;2;99500
1111;1920;Average;BrkTil;530;None;7200;1;101000
1196;1916;Below_Average;CBlock;1196;None;4800;2;109900
1382;1941;Average;CBlock;720;None;12358;2;128500
1889;1910;Good;CBlock;925;None;10120;1;122000
840;1930;Average;BrkTil;672;None;4388;0;87000
1484;1910;Below_Average;CBlock;771;None;10320;1;50000
2267;1937;Good;CBlock;1005;None;12888;2;219000
3086;1946;Average;CBlock;1598;None;18030;0;200500
1134;1940;Average;BrkTil;756;None;8160;1;126000
1282;1942;Average;CBlock;672;None;4484;1;108500
999;1963;Average;CBlock;925;None;11235;1;130000
1452;1964;Average;CBlock;1420;BrkFace;11235;2;158450
1005;1964;Below_Average;CBlock;1005;None;14299;2;115400
1029;1961;Below_Average;CBlock;1029;BrkCmn;7943;1;118500
1020;1964;Average;CBlock;980;BrkFace;14149;2;165000
1040;1966;Average;CBlock;1040;BrkFace;11677;1;123000
913;1966;Above_Average;CBlock;814;None;8400;1;129000
894;1966;Average;CBlock;894;None;7094;1;125000
948;1968;Average;PConc;948;None;8978;1;108000
868;1971;Average;CBlock;768;None;8425;2;119900
897;1968;Average;CBlock;876;BrkFace;8665;1;115000
943;1967;Average;CBlock;943;BrkFace;8398;2;134500
955;1966;Average;CBlock;955;None;7742;1;127000
894;1968;Average;CBlock;894;None;8724;2;129000
1285;1977;Above_Average;CBlock;660;BrkFace;8197;2;143500
912;1966;Average;CBlock;912;None;8169;1;129000
1375;1956;Average;CBlock;1240;None;14175;1;187000
2654;1920;Average;CBlock;671;BrkFace;16779;2;158000
1416;1918;Average;BrkTil;816;None;25339;2;112000
1302;1940;Good;BrkTil;680;None;6960;1;165250
1299;1954;Above_Average;CBlock;967;None;11375;2;150000
1176;1958;Average;CBlock;1158;BrkFace;13770;1;137000
998;1945;Below_Average;Slab;0;None;9000;2;89500
1824;1971;Good;CBlock;1643;Stone;115149;2;302000
1522;1984;Above_Average;PConc;1190;BrkFace;11075;2;182000
2060;1988;Above_Average;PConc;1151;BrkFace;10029;2;211000
1325;1948;Average;CBlock;409;None;17541;2;216000
1630;1953;Average;CBlock;1073;None;22692;2;130000
1242;1946;Below_Average;CBlock;484;None;17808;1;109900
2422;1954;Above_Average;CBlock;1288;Stone;12671;2;255000
2158;1950;Above_Average;CBlock;1202;None;12615;2;243000
1626;1954;Above_Average;CBlock;988;None;10512;1;154000
864;1958;Average;CBlock;864;None;5400;1;118000
943;1958;Below_Average;Slab;0;None;11515;1;80000
1440;1977;Below_Average;PConc;1440;None;7711;0;150000
605;1920;Below_Average;BrkTil;528;None;9098;0;86000
1038;1984;Average;CBlock;1038;BrkFace;3869;1;130000
1342;1951;Average;CBlock;1342;None;9280;1;125000
1480;1951;Average;PConc;1080;None;11100;1;136500
1362;1920;Below_Average;BrkTil;951;None;7550;1;96000
1340;1957;Average;PConc;0;BrkFace;9060;1;120000
1822;1984;Above_Average;CBlock;1105;None;23920;2;228500
1442;1990;Good;PConc;910;None;10357;2;179900
2243;1990;Good;CBlock;700;BrkFace;13474;3;225000
2730;1986;Good;CBlock;1502;BrkFace;10380;2;301000
2127;1991;Good;PConc;1104;None;13125;3;238000
1982;1989;Good;CBlock;807;BrkFace;11287;2;228500
1958;1994;Good;PConc;779;None;9317;2;220000
2696;2007;Good;PConc;1264;Stone;9965;3;383970
2828;2006;Very_Good;PConc;1466;Stone;9965;3;424870
1651;2007;Very_Good;PConc;1643;Stone;9178;3;250000
2140;2006;Very_Good;PConc;2140;None;10481;3;360000
1494;2006;Good;PConc;1494;Stone;10652;3;279500
1316;2007;Good;PConc;1316;None;11175;2;200141
1651;2007;Very_Good;PConc;1643;Stone;10235;3;246500
2574;2007;Very_Good;PConc;1482;Stone;9588;3;276000
1274;2005;Good;PConc;1274;BrkFace;8814;2;203000
1456;2006;Good;PConc;728;None;11103;2;155835
1240;2006;Good;PConc;1240;None;8556;3;194000
1208;2007;Good;PConc;1208;BrkFace;6762;2;195400
1546;2005;Good;PConc;1546;BrkFace;11750;3;217000
1500;2006;Very_Good;PConc;1489;BrkFace;8760;2;212999
1270;2005;Good;PConc;1270;None;7242;2;175900
1795;2005;Good;PConc;879;None;9316;2;191000
1314;2006;Above_Average;PConc;1314;None;9317;2;176432
2062;1988;Good;CBlock;1157;BrkFace;14364;2;277000
1873;1988;Good;PConc;929;BrkFace;8883;2;207000
2144;1958;Above_Average;CBlock;1444;BrkCmn;159000;2;277000
1953;1992;Above_Average;PConc;1580;None;53107;2;240000
2087;1966;Above_Average;CBlock;832;BrkFace;12205;2;187500
1743;1976;Very_Good;CBlock;966;None;20064;2;279000
1022;1994;Average;PConc;1022;None;14217;2;139500
990;1994;Average;PConc;990;None;8775;1;126000
1200;1995;Above_Average;PConc;1200;None;11249;2;177500
1308;1997;Above_Average;PConc;635;None;10021;2;175000
1796;1998;Above_Average;PConc;794;None;9531;2;211000
990;1994;Average;PConc;990;None;8428;1;146000
1097;1996;Average;PConc;1097;None;16561;1;147900
990;1994;Below_Average;PConc;990;None;8070;0;123600
1786;1997;Above_Average;PConc;824;None;9337;2;204750
1873;1999;Good;PConc;988;None;10820;2;235500
1753;1998;Good;PConc;853;BrkFace;12352;2;217000
1690;2001;Good;PConc;845;None;9543;2;190550
1842;2000;Good;PConc;985;BrkFace;8826;2;217500
1479;2003;Good;PConc;1453;BrkFace;10665;2;226000
1668;2003;Good;PConc;840;BrkFace;11317;2;180000
894;1974;Average;CBlock;864;None;11800;2;131000
1025;1976;Average;CBlock;1015;BrkFace;8660;2;153500
1009;1977;Average;CBlock;995;BrkFace;9720;2;160000
1040;1977;Average;CBlock;1040;None;8982;2;134900
907;1977;Average;CBlock;876;None;16300;1;130000
879;1975;Average;CBlock;864;None;9675;2;120000
882;1972;Average;CBlock;882;None;7700;2;112500
969;1975;Average;CBlock;969;None;10356;2;122000
864;1972;Average;CBlock;864;None;7200;2;127000
875;1972;Below_Average;CBlock;385;None;7200;2;117000
2000;2004;Very_Good;PConc;2000;Stone;10386;3;305900
2169;2002;Very_Good;PConc;1284;BrkFace;9375;2;228500
1673;2000;Good;PConc;1673;None;11354;2;270000
1459;2002;Good;PConc;1459;BrkFace;8749;2;192000
1932;2003;Good;PConc;979;None;8749;2;213000
1729;2002;Good;PConc;860;BrkFace;8158;2;200000
2452;1998;Very_Good;PConc;1028;None;16226;2;267000
1592;1994;Very_Good;PConc;1556;BrkFace;11927;2;228000
2439;2001;Very_Good;PConc;1531;BrkFace;12728;2;275000
1992;1996;Good;PConc;860;BrkFace;15295;2;211000
1668;2002;Excellent;PConc;1626;Stone;11248;3;285000
2090;1995;Very_Good;PConc;1220;BrkFace;10000;2;240000
848;2003;Above_Average;PConc;848;BrkFace;4435;2;131500
1341;1999;Very_Good;PConc;1341;BrkFace;17227;2;246900
1928;2003;Good;PConc;847;None;8200;2;219500
1337;2003;Good;PConc;1337;None;8450;2;185000
1476;2007;Good;PConc;738;None;8145;2;179400
1797;2006;Good;PConc;939;None;9245;2;213500
1422;2004;Good;PConc;1422;BrkFace;8500;2;179600
1190;2005;Good;PConc;1169;None;8769;2;173500
1330;2006;Above_Average;PConc;1330;None;8334;2;167840
1491;2006;Good;PConc;738;None;8333;2;168675
1536;2005;Average;PConc;768;None;9045;2;167000
1214;1965;Average;CBlock;1214;None;9170;2;140000
936;1967;Average;CBlock;936;BrkFace;9825;1;118500
1088;1963;Below_Average;CBlock;1088;Stone;8308;2;110000
960;1965;Below_Average;CBlock;960;BrkFace;10921;1;94750
1351;1925;Average;CBlock;901;None;16287;2;122000
1179;1960;Above_Average;CBlock;1179;Stone;8240;2;110000
816;1990;Above_Average;CBlock;816;BrkFace;11841;0;118500
1044;1976;Above_Average;CBlock;960;None;6285;2;133500
1113;1976;Above_Average;CBlock;1143;BrkFace;7917;1;148000
2233;1979;Average;Slab;0;None;9555;2;141000
1125;2006;Average;PConc;1125;None;8536;2;155000
1090;2005;Average;PConc;1090;None;7024;2;157000
1408;2005;Average;PConc;734;None;7023;2;171500
5095;2008;Very_Excellent;PConc;5095;Stone;39290;3;183850
4676;2007;Very_Excellent;PConc;3138;Stone;40094;3;184750
1072;2005;Above_Average;PConc;547;Stone;3675;2;140000
960;1959;Average;CBlock;960;None;6400;1;131750
1152;1955;Below_Average;PConc;0;BrkCmn;6882;0;61500
948;1954;Below_Average;PConc;864;BrkFace;10215;1;111000
1195;1946;Average;CBlock;1195;None;8741;0;98500
774;1931;Fair;BrkTil;544;None;4270;0;79000
865;1920;Above_Average;BrkTil;660;None;10042;1;108500
894;1954;Below_Average;CBlock;894;None;9450;2;110000
1346;1910;Below_Average;CBlock;560;None;11767;1;112000
768;1955;Below_Average;CBlock;768;None;8172;1;125000
864;1955;Below_Average;CBlock;864;None;8172;2;79275
948;1954;Below_Average;CBlock;948;None;8190;1;119000
3395;1914;Above_Average;CBlock;1440;None;10896;0;200000
2592;1923;Average;PConc;1296;None;10890;0;150000
1502;1923;Above_Average;PConc;602;None;10592;1;165000
789;1926;Average;BrkTil;768;None;10594;1;96500
1422;1926;Average;PConc;1290;None;7223;1;136500
1298;1921;Above_Average;BrkTil;651;None;6821;1;146500
1768;1937;Average;BrkTil;731;BrkFace;7200;1;175000
1098;1930;Good;BrkTil;531;None;4000;1;148500
1436;1921;Above_Average;BrkTil;585;None;6720;1;141500
1426;1918;Good;BrkTil;912;None;7642;1;189950
1461;1926;Above_Average;BrkTil;686;None;7155;1;135000
1646;1941;Good;CBlock;918;None;7128;1;164000
694;1913;Average;PConc;440;None;4280;1;90350
1250;1910;Average;PConc;661;None;5362;2;139000
954;1938;Average;PConc;920;None;6305;1;119750
1958;1946;Above_Average;CBlock;979;BrkFace;7136;2;145000
2002;1949;Average;CBlock;1001;None;6270;3;145000
1718;1927;Good;BrkTil;851;None;7230;2;238000
1226;1951;Average;CBlock;0;None;13108;2;153500
2624;1918;Above_Average;BrkTil;1370;None;22420;3;239000
3194;1934;Very_Good;PConc;965;None;12168;2;359100
1755;1930;Below_Average;BrkTil;930;None;7810;1;188000
1991;1932;Above_Average;CBlock;854;BrkFace;11275;2;220000
1355;1941;Average;CBlock;728;None;6221;2;140000
2727;1932;Very_Good;CBlock;853;None;10570;2;315000
2320;1945;Above_Average;CBlock;1028;None;7259;1;259500
1839;1957;Above_Average;PConc;1477;BrkFace;14442;2;257500
1740;1940;Good;CBlock;800;None;13125;1;219500
2259;1953;Above_Average;CBlock;1809;BrkFace;21000;2;217000
1560;1960;Above_Average;CBlock;1560;BrkFace;25485;2;201000
1488;1968;Above_Average;PConc;1488;None;21579;2;215000
1045;1980;Above_Average;CBlock;516;None;1782;2;123900
1680;1995;Below_Average;PConc;1680;None;17871;2;170000
1020;1988;Very_Good;CBlock;1004;None;3907;2;200000
1696;1971;Good;CBlock;1696;BrkFace;20693;2;198000
2515;1957;Above_Average;PConc;2035;None;32668;2;200624
2726;1986;Very_Good;CBlock;279;None;18044;2;315000
1517;1919;Average;CBlock;793;None;8500;0;115000
1215;1940;Above_Average;BrkTil;720;None;7000;2;141000
803;1941;Average;CBlock;720;None;5000;2;87000
1601;1925;Average;BrkTil;936;None;7288;0;129850
1123;1939;Below_Average;PConc;732;None;6060;1;100000
1828;1923;Average;BrkTil;859;None;9060;0;150909
816;1922;Average;BrkTil;816;None;3672;1;75200
1012;1920;Above_Average;BrkTil;1012;None;8263;1;118400
1077;1920;Average;BrkTil;961;None;8967;1;67000
1558;1950;Average;CBlock;910;None;13710;1;152000
845;1939;Poor;BrkTil;0;None;11067;1;68104
1991;1895;Average;CBlock;957;None;8250;0;119600
1073;1957;Below_Average;CBlock;1073;None;6565;2;140000
1001;1930;Average;BrkTil;837;None;6060;1;124900
1625;2006;Very_Good;PConc;1573;Stone;5568;2;375000
1625;2006;Very_Good;PConc;1573;Stone;4750;2;235000
1299;1979;Above_Average;CBlock;1001;None;12150;2;183500
912;1978;Above_Average;CBlock;888;None;7540;2;156000
1080;1983;Above_Average;PConc;1084;None;9187;2;134000
1392;2002;Average;PConc;1441;BrkFace;10000;3;215000
1409;2002;Good;PConc;1409;None;12864;2;245000
1478;1991;Good;PConc;1454;None;9928;2;210000
918;1975;Good;CBlock;852;Stone;8750;1;148000
1026;1974;Above_Average;CBlock;970;None;8410;2;143000
1501;1987;Good;BrkTil;1501;BrkFace;4054;2;244000
1502;1998;Good;PConc;1502;BrkFace;9763;1;330000
1328;1959;Average;CBlock;1350;None;16905;1;170000
2279;1958;Above_Average;CBlock;585;BrkFace;19958;2;257000
1689;2006;Good;PConc;1689;None;8368;2;231713
1564;2006;Very_Good;PConc;1546;None;8298;2;267300
1484;2006;Very_Good;PConc;1476;BrkFace;9037;2;265900
1571;2007;Very_Good;PConc;1571;BrkFace;10991;3;239000
1646;2006;Very_Good;PConc;1638;Stone;10656;3;248900
1240;1985;Good;CBlock;1265;None;10331;2;174000
1717;1990;Good;CBlock;1156;BrkFace;13758;2;187500
1756;1996;Above_Average;PConc;872;BrkFace;9303;2;204000
1312;2001;Very_Good;PConc;1267;BrkFace;6718;2;180500
1146;2003;Good;PConc;868;BrkFace;9590;2;187500
1922;2002;Very_Good;PConc;1922;BrkFace;11305;3;282000
1491;1996;Above_Average;PConc;1491;BrkFace;7777;2;178000
1629;2002;Very_Good;PConc;1616;BrkFace;14536;3;270000
2486;2003;Good;PConc;1122;BrkFace;11800;2;279900
1572;1963;Average;CBlock;1572;BrkFace;35133;3;186700
1776;2006;Very_Good;PConc;1732;Stone;15306;3;283463
1824;2006;Very_Excellent;PConc;1824;BrkFace;12633;3;392000
2482;2005;Very_Good;PConc;1094;BrkFace;12665;3;281213
1120;2007;Average;PConc;1120;None;8402;0;147000
2034;1953;Fair;CBlock;0;None;43500;4;130000
936;1996;Above_Average;PConc;920;BrkFace;6710;2;140000
1040;1963;Below_Average;PConc;1064;None;25286;2;132250
1632;1967;Average;CBlock;1632;None;25000;2;143000
1622;1961;Below_Average;CBlock;1249;Stone;32463;4;168000
1060;1976;Average;PConc;1040;None;4224;2;129900
1142;1976;Average;PConc;1142;None;4224;2;134000
1092;1972;Below_Average;CBlock;546;None;1504;1;85500
992;1970;Below_Average;CBlock;530;None;1533;1;106500
1092;1970;Below_Average;CBlock;546;BrkFace;1495;0;93900
1092;1970;Below_Average;CBlock;546;BrkFace;2001;1;75000
630;1970;Below_Average;CBlock;630;None;1936;0;84500
1092;1976;Below_Average;CBlock;546;None;1890;1;75190
1062;1976;Above_Average;PConc;1029;None;11333;2;146800
1008;1977;Average;PConc;923;BrkFace;9129;2;153500
1356;1977;Above_Average;PConc;1244;None;15957;2;188000
1676;1977;Average;PConc;1160;None;33983;2;196000
1432;1977;Average;PConc;716;None;8286;2;157000
796;1971;Average;CBlock;796;None;6723;0;138000
768;1970;Average;CBlock;768;None;7244;2;129500
1608;1961;Below_Average;CBlock;1396;CBlock;27697;1;80000
845;1982;Below_Average;CBlock;845;None;7599;2;129500
1178;1976;Average;PConc;1090;None;11000;2;135000
816;1982;Average;CBlock;816;None;8314;1;124500
816;1983;Average;CBlock;816;None;11625;1;139000
974;1991;Average;PConc;974;None;10712;0;93500
887;1984;Average;CBlock;864;None;10447;1;124500
1293;1954;Above_Average;CBlock;1178;Stone;11027;2;149900
1024;1956;Above_Average;CBlock;1008;BrkFace;10533;1;157500
1797;1957;Average;CBlock;1617;Stone;11765;3;169000
1390;1957;Above_Average;CBlock;1705;Stone;39384;2;252000
1851;1969;Good;CBlock;1851;BrkFace;11727;2;192100
1525;1997;Above_Average;PConc;813;None;8238;2;183500
2236;1997;Good;PConc;964;BrkFace;13006;2;222000
1671;1995;Above_Average;PConc;781;None;13041;2;170000
1498;1995;Above_Average;PConc;691;None;13031;2;187500
1776;1996;Above_Average;PConc;821;None;9783;2;202000
1511;1997;Above_Average;PConc;802;None;11207;2;185000
2462;2005;Good;PConc;1392;BrkFace;19378;2;320000
1670;2006;Good;PConc;1670;BrkFace;14859;3;240000
2064;2005;Very_Good;PConc;1074;BrkFace;13128;2;250000
1801;2005;Very_Good;PConc;893;None;10463;3;239900
2212;2005;Good;PConc;1700;BrkFace;13751;3;309000
2021;2006;Good;PConc;868;None;23257;2;274725
2687;1994;Very_Good;PConc;2062;None;13108;2;270000
1169;1993;Above_Average;PConc;1160;BrkFace;8076;2;183500
1501;1993;Above_Average;PConc;697;BrkFace;7685;2;165600
1632;1998;Good;PConc;935;None;9084;2;176500
1204;1987;Very_Good;CBlock;1191;None;3701;2;130000
1767;1987;Good;PConc;1064;None;5306;2;239000
1742;1985;Very_Good;PConc;1742;None;6563;2;275000
2798;2005;Excellent;PConc;1398;BrkFace;16023;3;457347
3390;2006;Very_Excellent;PConc;1528;BrkFace;18062;3;545224
2473;2006;Excellent;PConc;1094;BrkFace;12292;3;356383
2868;2005;Excellent;PConc;1992;Stone;16056;3;556581
2576;2006;Very_Good;PConc;1234;BrkFace;12438;3;361919
2698;2006;Very_Excellent;PConc;1850;Stone;16052;3;535000
2795;2005;Excellent;PConc;1390;BrkFace;15922;3;401179
2945;2006;Very_Excellent;PConc;1410;BrkFace;13682;3;438780
2320;1948;Average;Slab;0;None;14762;2;169000
1056;1955;Average;CBlock;1056;None;34650;2;145000
1714;2005;Excellent;PConc;1714;BrkFace;8147;2;318000
1826;2005;Very_Good;PConc;1814;BrkFace;11302;3;319000
2000;2005;Excellent;PConc;1910;BrkFace;18261;3;470000
1621;1984;Good;CBlock;1208;None;14145;2;202500
2183;1988;Good;PConc;1204;BrkFace;13837;3;229000
2263;1977;Good;CBlock;795;BrkFace;16659;2;235000
1574;1976;Above_Average;PConc;796;BrkFace;18800;2;190000
1102;1980;Above_Average;CBlock;988;BrkFace;10464;2;169000
1872;1988;Good;CBlock;1845;BrkFace;10400;2;241500
1857;1978;Good;CBlock;945;BrkFace;10530;2;188900
1686;1980;Above_Average;CBlock;1686;BrkFace;10240;2;207500
2784;1978;Good;CBlock;1392;BrkFace;16692;2;250000
1552;1975;Above_Average;CBlock;713;None;11475;2;179900
1083;1976;Good;CBlock;1047;Stone;9927;2;172000
2318;2005;Good;PConc;960;None;9512;2;294323
1875;1975;Above_Average;CBlock;675;BrkFace;10530;2;184500
1074;1975;Average;CBlock;1056;None;10140;2;153500
1664;1976;Good;PConc;832;None;10140;2;162900
1309;1974;Above_Average;CBlock;1040;BrkFace;10140;2;181000
1103;1974;Above_Average;CBlock;1103;BrkFace;10000;2;155000
1096;1969;Average;CBlock;1096;None;15870;1;138800
864;1970;Below_Average;CBlock;864;None;9353;1;116050
858;1971;Below_Average;CBlock;858;None;8125;0;88000
874;1971;Below_Average;CBlock;864;None;7200;2;97500
1419;2002;Above_Average;PConc;1487;None;8773;2;190000
1092;1973;Above_Average;CBlock;525;BrkFace;2760;2;105500
1365;1973;Average;CBlock;765;BrkFace;2160;2;125500
987;1973;Above_Average;CBlock;483;BrkFace;1953;1;83000
1030;1972;Above_Average;CBlock;494;BrkFace;1890;1;116000
1218;1971;Above_Average;CBlock;672;BrkFace;1680;0;91500
1218;1972;Above_Average;CBlock;672;BrkFace;1680;1;118000
948;1972;Above_Average;CBlock;483;BrkFace;1680;1;89000
1092;1972;Above_Average;CBlock;525;BrkFace;1680;1;108000
987;1972;Above_Average;CBlock;483;BrkFace;1680;1;94500
1069;1975;Above_Average;CBlock;1069;None;4043;2;146300
1387;1967;Average;CBlock;943;None;7514;1;145000
900;1967;Average;CBlock;864;None;7838;1;123000
1055;1976;Good;CBlock;1055;None;2280;1;137500
1456;1976;Above_Average;CBlock;855;None;2179;2;144000
1980;2004;Excellent;PConc;1980;BrkFace;16737;3;315000
2589;2006;Excellent;PConc;1738;Stone;16387;3;412083
2596;2006;Excellent;PConc;1249;Stone;16259;3;342643
1618;2004;Very_Good;PConc;1618;BrkFace;16163;3;252000
2076;2006;Very_Excellent;PConc;2076;None;13891;3;465000
1740;2006;Good;PConc;1721;Stone;12228;3;293000
1868;2005;Excellent;PConc;1868;BrkFace;14780;3;415000
1850;2004;Excellent;PConc;1833;BrkFace;16033;3;326000
2376;2005;Very_Good;PConc;1158;BrkFace;14215;3;325300
2452;2004;Very_Good;PConc;1117;Stone;13418;3;309000
2206;2005;Excellent;PConc;1090;BrkFace;13975;3;300000
2098;2005;Very_Good;PConc;1030;BrkFace;10240;3;275500
2091;2005;Excellent;PConc;1606;BrkFace;9942;2;338500
2324;2005;Excellent;PConc;1175;Stone;11924;3;345000
2253;2005;Very_Good;PConc;1209;None;12867;2;344133
2389;2006;Very_Good;PConc;1054;None;10672;3;298236
2358;2005;Very_Good;PConc;1524;BrkFace;11643;3;329900
1944;2003;Excellent;PConc;1896;None;12378;3;360000
1970;2006;Very_Good;PConc;1085;Stone;11065;3;281000
1792;2005;Excellent;PConc;1792;BrkFace;13758;3;372397
1780;2004;Excellent;PConc;1780;BrkFace;14828;3;378000
1792;2003;Excellent;PConc;1792;BrkFace;11846;3;374000
2728;2005;Excellent;PConc;1848;BrkFace;20431;3;437154
